Day Ahead Price,DST,Timestamp,hora,dia_semana,dia_mes,mes,ano,fim_de_semana,feriado,hora_sin,hora_cos,dia_semana_sin,dia_semana_cos,mes_sin,mes_cos,Day Ahead Price_lag_1,Day Ahead Price_lag_2,Day Ahead Price_lag_24,Day Ahead Price_lag_25,Day Ahead Price_roll_3_mean,Day Ahead Price_roll_3_std,Day Ahead Price_roll_3_min,Day Ahead Price_roll_3_max,Day Ahead Price_roll_6_mean,Day Ahead Price_roll_6_std,Day Ahead Price_roll_6_min,Day Ahead Price_roll_6_max,Day Ahead Price_roll_12_mean,Day Ahead Price_roll_12_std,Day Ahead Price_roll_12_min,Day Ahead Price_roll_12_max,Day Ahead Price_roll_24_mean,Day Ahead Price_roll_24_std,Day Ahead Price_roll_24_min,Day Ahead Price_roll_24_max,Day Ahead Price_roll_168_mean,Day Ahead Price_roll_168_std,Day Ahead Price_roll_168_min,Day Ahead Price_roll_168_max
144.28,False,2025-01-10 18:00:00,18,4,10,1,2025,0,0,-1.00,-0.00,-0.43,-0.90,0.00,1.00,142.72,135.57,135.73,131.62,140.86,4.64,135.57,144.28,127.71,16.68,105.01,144.28,126.21,14.28,105.01,144.28,109.89,23.97,69.94,144.28,83.27,40.72,0.40,145.00
141.27,False,2025-01-10 19:00:00,19,4,10,1,2025,0,0,-0.97,0.26,-0.43,-0.90,0.00,1.00,144.28,142.72,135.01,135.73,142.76,1.51,141.27,144.28,133.76,12.96,110.01,144.28,127.47,14.93,105.01,144.28,110.15,24.29,69.94,144.28,83.27,40.72,0.40,145.00
134.83,False,2025-01-10 20:00:00,20,4,10,1,2025,0,0,-0.87,0.50,-0.43,-0.90,0.00,1.00,141.27,144.28,120.36,135.01,140.13,4.83,134.83,144.28,137.89,5.92,128.69,144.28,127.02,14.58,105.01,144.28,110.76,24.73,69.94,144.28,83.28,40.73,0.40,145.00
122.51,False,2025-01-10 21:00:00,21,4,10,1,2025,0,0,-0.71,0.71,-0.43,-0.90,0.00,1.00,134.83,141.27,105.80,120.36,132.87,9.53,122.51,141.27,136.86,8.01,122.51,144.28,125.79,14.26,105.01,144.28,111.45,24.82,69.94,144.28,83.29,40.75,0.40,145.00
119.79,False,2025-01-10 22:00:00,22,4,10,1,2025,0,0,-0.50,0.87,-0.43,-0.90,0.00,1.00,122.51,134.83,101.43,105.80,125.71,8.01,119.79,134.83,134.23,10.67,119.79,144.28,125.47,14.35,105.01,144.28,112.22,24.78,69.94,144.28,83.27,40.73,0.40,145.00
112.00,False,2025-01-10 23:00:00,23,4,10,1,2025,0,0,-0.26,0.97,-0.43,-0.90,0.00,1.00,119.79,122.51,94.26,101.43,118.10,5.46,112.00,122.51,129.11,12.91,112.00,144.28,125.34,14.48,105.01,144.28,112.96,24.48,69.94,144.28,83.19,40.65,0.40,145.00
112.00,False,2025-01-11 00:00:00,0,5,11,1,2025,1,0,0.00,1.00,-0.97,-0.22,0.00,1.00,112.00,119.79,86.82,94.26,114.60,4.50,112.00,119.79,123.73,12.03,112.00,141.27,125.72,14.02,105.01,144.28,114.01,23.85,69.94,144.28,83.20,40.67,0.40,145.00
100.61,False,2025-01-11 01:00:00,1,5,11,1,2025,1,0,0.26,0.97,-0.97,-0.22,0.00,1.00,112.00,112.00,80.25,86.82,108.20,6.58,100.61,112.00,116.96,11.62,100.61,134.83,125.36,14.65,100.61,144.28,114.85,22.94,69.94,144.28,83.20,40.66,0.40,145.00
96.32,False,2025-01-11 02:00:00,2,5,11,1,2025,1,0,0.50,0.87,-0.97,-0.22,0.00,1.00,100.61,112.00,72.09,80.25,102.98,8.10,96.32,112.00,110.54,10.33,96.32,122.51,124.22,16.39,96.32,144.28,115.86,21.46,69.94,144.28,83.21,40.67,0.40,145.00
92.02,False,2025-01-11 03:00:00,3,5,11,1,2025,1,0,0.71,0.71,-0.97,-0.22,0.00,1.00,96.32,100.61,69.94,72.09,96.32,4.30,92.02,100.61,105.46,10.76,92.02,119.79,121.16,18.73,92.02,144.28,116.78,19.81,70.07,144.28,83.19,40.66,0.40,145.00
90.82,False,2025-01-11 04:00:00,4,5,11,1,2025,1,0,0.87,0.50,-0.97,-0.22,0.00,1.00,92.02,96.32,70.07,69.94,93.05,2.89,90.82,96.32,100.63,9.46,90.82,112.00,117.43,20.01,90.82,144.28,117.65,18.06,85.06,144.28,83.16,40.65,0.40,145.00
92.16,False,2025-01-11 05:00:00,5,5,11,1,2025,1,0,0.97,0.26,-0.97,-0.22,0.00,1.00,90.82,92.02,85.06,70.07,91.67,0.74,90.82,92.16,97.32,8.05,90.82,112.00,113.22,19.52,90.82,144.28,117.94,17.56,90.82,144.28,83.09,40.63,0.40,145.00
95.46,False,2025-01-11 06:00:00,6,5,11,1,2025,1,0,1.00,0.00,-0.97,-0.22,0.00,1.00,92.16,90.82,101.80,85.06,92.81,2.39,90.82,95.46,94.56,3.65,90.82,100.61,109.15,17.43,90.82,141.27,117.68,17.86,90.82,144.28,83.00,40.59,0.40,145.00
104.07,False,2025-01-11 07:00:00,7,5,11,1,2025,1,0,0.97,-0.26,-0.97,-0.22,0.00,1.00,95.46,92.16,126.12,101.80,97.23,6.15,92.16,104.07,95.14,4.87,90.82,104.07,106.05,14.21,90.82,134.83,116.76,17.97,90.82,144.28,82.91,40.52,0.40,145.00
115.85,False,2025-01-11 08:00:00,8,5,11,1,2025,1,0,0.87,-0.50,-0.97,-0.22,0.00,1.00,104.07,95.46,140.33,126.12,105.13,10.24,95.46,115.85,98.40,9.82,90.82,115.85,104.47,11.52,90.82,122.51,115.74,17.25,90.82,144.28,82.83,40.44,0.40,145.00
118.19,False,2025-01-11 09:00:00,9,5,11,1,2025,1,0,0.71,-0.71,-0.97,-0.22,0.00,1.00,115.85,104.07,137.22,140.33,112.70,7.57,104.07,118.19,102.76,11.99,90.82,118.19,104.11,10.95,90.82,119.79,114.95,16.65,90.82,144.28,82.76,40.37,0.40,145.00
114.24,False,2025-01-11 10:00:00,10,5,11,1,2025,1,0,0.50,-0.87,-0.97,-0.22,0.00,1.00,118.19,115.85,123.57,137.22,116.09,1.99,114.24,118.19,106.66,11.11,92.16,118.19,103.64,10.33,90.82,118.19,114.56,16.55,90.82,144.28,82.66,40.27,0.40,145.00
100.58,False,2025-01-11 11:00:00,11,5,11,1,2025,1,0,0.26,-0.97,-0.97,-0.22,0.00,1.00,114.24,118.19,113.59,123.57,111.00,9.24,100.58,118.19,108.06,9.30,95.46,118.19,102.69,10.01,90.82,118.19,114.02,16.79,90.82,144.28,82.50,40.14,0.40,145.00
97.14,False,2025-01-11 12:00:00,12,5,11,1,2025,1,0,0.00,-1.00,-0.97,-0.22,0.00,1.00,100.58,114.24,107.43,113.59,103.99,9.04,97.14,114.24,108.35,8.86,97.14,118.19,101.45,9.67,90.82,118.19,113.59,17.10,90.82,144.28,82.30,39.99,0.40,145.00
93.15,False,2025-01-11 13:00:00,13,5,11,1,2025,1,0,-0.26,-0.97,-0.97,-0.22,0.00,1.00,97.14,100.58,105.01,107.43,96.96,3.72,93.15,100.58,106.52,10.82,93.15,118.19,100.83,9.96,90.82,118.19,113.09,17.52,90.82,144.28,82.08,39.82,0.40,145.00
95.74,False,2025-01-11 14:00:00,14,5,11,1,2025,1,0,-0.50,-0.87,-0.97,-0.22,0.00,1.00,93.15,97.14,110.01,105.01,95.34,2.02,93.15,97.14,103.17,10.46,93.15,118.19,100.78,9.99,90.82,118.19,112.50,17.87,90.82,144.28,81.84,39.62,0.40,145.00
105.05,False,2025-01-11 15:00:00,15,5,11,1,2025,1,0,-0.71,-0.71,-0.97,-0.22,0.00,1.00,95.74,93.15,128.69,110.01,97.98,6.26,93.15,105.05,100.98,7.69,93.15,114.24,101.87,9.65,90.82,118.19,111.52,17.59,90.82,144.28,81.64,39.41,0.40,145.00
113.29,False,2025-01-11 16:00:00,16,5,11,1,2025,1,0,-0.87,-0.50,-0.97,-0.22,0.00,1.00,105.05,95.74,135.57,128.69,104.69,8.78,95.74,113.29,100.83,7.37,93.15,113.29,103.74,9.49,92.16,118.19,110.59,16.84,90.82,144.28,81.52,39.28,0.40,145.00
120.97,False,2025-01-11 17:00:00,17,5,11,1,2025,1,0,-0.97,-0.26,-0.97,-0.22,0.00,1.00,113.29,105.05,142.72,135.57,113.10,7.96,105.05,120.97,104.22,11.03,93.15,120.97,106.14,9.93,93.15,120.97,109.68,15.57,90.82,144.28,81.42,39.17,0.40,145.00
123.86,False,2025-01-11 18:00:00,18,5,11,1,2025,1,0,-1.00,-0.00,-0.97,-0.22,0.00,1.00,120.97,113.29,144.28,142.72,119.37,5.46,113.29,123.86,108.68,12.84,93.15,123.86,108.51,10.52,93.15,123.86,108.83,14.08,90.82,141.27,81.30,38.99,0.40,144.28
123.55,False,2025-01-11 19:00:00,19,5,11,1,2025,1,0,-0.97,0.26,-0.97,-0.22,0.00,1.00,123.86,120.97,141.27,144.28,122.79,1.59,120.97,123.86,113.74,11.41,95.74,123.86,110.13,11.25,93.15,123.86,108.09,12.71,90.82,134.83,81.20,38.87,0.40,144.28
119.95,False,2025-01-11 20:00:00,20,5,11,1,2025,1,0,-0.87,0.50,-0.97,-0.22,0.00,1.00,123.55,123.86,134.83,141.27,122.45,2.17,119.95,123.86,117.78,7.31,105.05,123.86,110.48,11.50,93.15,123.86,107.47,11.66,90.82,123.86,81.14,38.80,0.40,144.28
116.20,False,2025-01-11 21:00:00,21,5,11,1,2025,1,0,-0.71,0.71,-0.97,-0.22,0.00,1.00,119.95,123.55,122.51,134.83,119.90,3.68,116.20,123.55,119.64,4.17,113.29,123.86,110.31,11.39,93.15,123.86,107.21,11.38,90.82,123.86,81.09,38.75,0.40,144.28
113.27,False,2025-01-11 22:00:00,22,5,11,1,2025,1,0,-0.50,0.87,-0.97,-0.22,0.00,1.00,116.20,119.95,119.79,122.51,116.47,3.35,113.27,119.95,119.63,4.18,113.27,123.86,110.23,11.36,93.15,123.86,106.94,11.14,90.82,123.86,81.06,38.72,0.40,144.28
106.10,False,2025-01-11 23:00:00,23,5,11,1,2025,1,0,-0.26,0.97,-0.97,-0.22,0.00,1.00,113.27,116.20,112.00,119.79,111.86,5.20,106.10,116.20,117.15,6.81,106.10,123.86,110.69,11.04,93.15,123.86,106.69,11.09,90.82,123.86,81.04,38.70,0.40,144.28
110.36,False,2025-01-12 00:00:00,0,6,12,1,2025,1,0,0.00,1.00,-0.78,0.62,0.00,1.00,106.10,113.27,112.00,112.00,109.91,3.61,106.10,113.27,114.90,6.37,106.10,123.55,111.79,10.20,93.15,123.86,106.62,11.06,90.82,123.86,81.09,38.74,0.40,144.28
97.57,False,2025-01-12 01:00:00,1,6,12,1,2025,1,0,0.26,0.97,-0.78,0.62,0.00,1.00,110.36,106.10,100.61,112.00,104.68,6.51,97.57,110.36,110.58,7.95,97.57,119.95,112.16,9.52,95.74,123.86,106.50,11.15,90.82,123.86,81.25,38.75,0.40,144.28
90.00,False,2025-01-12 02:00:00,2,6,12,1,2025,1,0,0.50,0.87,-0.78,0.62,0.00,1.00,97.57,110.36,96.32,100.61,99.31,10.29,90.00,110.36,105.58,10.02,90.00,116.20,111.68,10.51,90.00,123.86,106.23,11.47,90.00,123.86,81.40,38.73,0.40,144.28
85.91,False,2025-01-12 03:00:00,3,6,12,1,2025,1,0,0.71,0.71,-0.78,0.62,0.00,1.00,90.00,97.57,92.02,96.32,91.16,5.92,85.91,97.57,100.54,11.17,85.91,113.27,110.09,12.81,85.91,123.86,105.98,11.86,85.91,123.86,81.63,38.64,0.40,144.28
85.00,False,2025-01-12 04:00:00,4,6,12,1,2025,1,0,0.87,0.50,-0.78,0.62,0.00,1.00,85.91,90.00,90.82,92.02,86.97,2.66,85.00,90.00,95.82,10.67,85.00,110.36,107.73,14.64,85.00,123.86,105.74,12.24,85.00,123.86,81.88,38.53,0.40,144.28
85.70,False,2025-01-12 05:00:00,5,6,12,1,2025,1,0,0.97,0.26,-0.78,0.62,0.00,1.00,85.00,85.91,92.16,90.82,85.54,0.48,85.00,85.91,92.42,9.97,85.00,110.36,104.79,15.27,85.00,123.86,105.47,12.61,85.00,123.86,82.17,38.37,0.40,144.28
90.13,False,2025-01-12 06:00:00,6,6,12,1,2025,1,0,1.00,0.00,-0.78,0.62,0.00,1.00,85.70,85.00,95.46,92.16,86.94,2.78,85.00,90.13,89.05,4.74,85.00,97.57,101.98,14.52,85.00,123.55,105.24,12.84,85.00,123.86,82.50,38.19,0.40,144.28
101.75,False,2025-01-12 07:00:00,7,6,12,1,2025,1,0,0.97,-0.26,-0.78,0.62,0.00,1.00,90.13,85.70,104.07,95.46,92.53,8.29,85.70,101.75,89.75,6.29,85.00,101.75,100.16,12.85,85.00,119.95,105.15,12.86,85.00,123.86,82.85,38.10,0.40,144.28
114.97,False,2025-01-12 08:00:00,8,6,12,1,2025,1,0,0.87,-0.50,-0.78,0.62,0.00,1.00,101.75,90.13,115.85,104.07,102.28,12.43,90.13,114.97,93.91,12.08,85.00,114.97,99.75,12.21,85.00,116.20,105.11,12.83,85.00,123.86,83.23,38.11,0.40,144.28
120.07,False,2025-01-12 09:00:00,9,6,12,1,2025,1,0,0.71,-0.71,-0.78,0.62,0.00,1.00,114.97,101.75,118.19,115.85,112.26,9.46,101.75,120.07,99.60,15.20,85.00,120.07,100.07,12.73,85.00,120.07,105.19,12.92,85.00,123.86,83.64,38.12,0.40,144.28
117.77,False,2025-01-12 10:00:00,10,6,12,1,2025,1,0,0.50,-0.87,-0.78,0.62,0.00,1.00,120.07,114.97,114.24,118.19,117.60,2.55,114.97,120.07,105.06,14.79,85.70,120.07,100.44,13.21,85.00,120.07,105.34,13.05,85.00,123.86,84.05,38.12,0.40,144.28
105.61,False,2025-01-12 11:00:00,11,6,12,1,2025,1,0,0.26,-0.97,-0.78,0.62,0.00,1.00,117.77,120.07,100.58,114.24,114.48,7.77,105.61,120.07,108.38,11.43,90.13,120.07,100.40,13.19,85.00,120.07,105.55,13.01,85.00,123.86,84.42,38.02,0.40,144.28
102.99,False,2025-01-12 12:00:00,12,6,12,1,2025,1,0,0.00,-1.00,-0.78,0.62,0.00,1.00,105.61,117.77,97.14,100.58,108.79,7.89,102.99,117.77,110.53,8.02,101.75,120.07,99.79,12.85,85.00,120.07,105.79,12.90,85.00,123.86,84.76,37.93,0.40,144.28
99.61,False,2025-01-12 13:00:00,13,6,12,1,2025,1,0,-0.26,-0.97,-0.78,0.62,0.00,1.00,102.99,105.61,93.15,97.14,102.74,3.01,99.61,105.61,110.17,8.52,99.61,120.07,99.96,12.83,85.00,120.07,106.06,12.69,85.00,123.86,85.14,37.75,0.40,144.28
95.40,False,2025-01-12 14:00:00,14,6,12,1,2025,1,0,-0.50,-0.87,-0.78,0.62,0.00,1.00,99.61,102.99,95.74,93.15,99.33,3.80,95.40,102.99,106.91,9.94,95.40,120.07,100.41,12.54,85.00,120.07,106.05,12.70,85.00,123.86,85.53,37.52,0.40,144.28
101.24,False,2025-01-12 15:00:00,15,6,12,1,2025,1,0,-0.71,-0.71,-0.78,0.62,0.00,1.00,95.40,99.61,105.05,95.74,98.75,3.01,95.40,101.24,103.77,7.66,95.40,117.77,101.69,11.68,85.00,120.07,105.89,12.73,85.00,123.86,85.97,37.27,0.40,144.28
109.56,False,2025-01-12 16:00:00,16,6,12,1,2025,1,0,-0.87,-0.50,-0.78,0.62,0.00,1.00,101.24,95.40,113.29,105.05,102.07,7.12,95.40,109.56,102.40,4.90,95.40,109.56,103.73,10.60,85.70,120.07,105.73,12.66,85.00,123.86,86.41,37.11,0.40,144.28
120.61,False,2025-01-12 17:00:00,17,6,12,1,2025,1,0,-0.97,-0.26,-0.78,0.62,0.00,1.00,109.56,101.24,120.97,113.29,110.47,9.72,101.24,120.61,104.90,8.99,95.40,120.61,106.64,9.97,90.13,120.61,105.72,12.64,85.00,123.86,86.79,37.13,0.40,144.28
146.66,False,2025-01-12 18:00:00,18,6,12,1,2025,1,0,-1.00,-0.00,-0.78,0.62,0.00,1.00,120.61,109.56,123.86,120.97,125.61,19.05,109.56,146.66,112.18,19.11,95.40,146.66,111.35,14.00,95.40,146.66,106.67,14.75,85.00,146.66,87.27,37.38,0.40,146.66
138.07,False,2025-01-12 19:00:00,19,6,12,1,2025,1,0,-0.97,0.26,-0.78,0.62,0.00,1.00,146.66,120.61,123.55,123.86,135.11,13.27,120.61,146.66,118.59,20.45,95.40,146.66,114.38,15.57,95.40,146.66,107.27,15.74,85.00,146.66,87.74,37.52,0.40,146.66
124.00,False,2025-01-12 20:00:00,20,6,12,1,2025,1,0,-0.87,0.50,-0.78,0.62,0.00,1.00,138.07,146.66,119.95,123.55,136.24,11.44,124.00,146.66,123.36,17.01,101.24,146.66,115.13,15.82,95.40,146.66,107.44,15.90,85.00,146.66,88.18,37.51,0.40,146.66
123.67,False,2025-01-12 21:00:00,21,6,12,1,2025,1,0,-0.71,0.71,-0.78,0.62,0.00,1.00,124.00,138.07,116.20,119.95,128.58,8.22,123.67,138.07,127.09,13.22,109.56,146.66,115.43,15.95,95.40,146.66,107.75,16.15,85.00,146.66,88.62,37.49,0.40,146.66
116.73,False,2025-01-12 22:00:00,22,6,12,1,2025,1,0,-0.50,0.87,-0.78,0.62,0.00,1.00,123.67,124.00,113.27,116.20,121.47,4.11,116.73,124.00,128.29,11.54,116.73,146.66,115.35,15.94,95.40,146.66,107.89,16.22,85.00,146.66,89.09,37.34,0.40,146.66
114.90,False,2025-01-12 23:00:00,23,6,12,1,2025,1,0,-0.26,0.97,-0.78,0.62,0.00,1.00,116.73,123.67,106.10,113.27,118.43,4.63,114.90,123.67,127.34,12.49,114.90,146.66,116.12,15.65,95.40,146.66,108.26,16.27,85.00,146.66,89.65,37.01,0.40,146.66
112.39,False,2025-01-13 00:00:00,0,0,13,1,2025,0,0,0.00,1.00,0.00,1.00,0.00,1.00,114.90,116.73,110.36,106.10,114.67,2.18,112.39,116.73,121.63,9.32,112.39,138.07,116.90,15.16,95.40,146.66,108.35,16.29,85.00,146.66,90.24,36.58,0.40,146.66
105.07,False,2025-01-13 01:00:00,1,0,13,1,2025,0,0,0.26,0.97,0.00,1.00,0.00,1.00,112.39,114.90,97.57,110.36,110.79,5.11,105.07,114.90,116.13,7.17,105.07,124.00,117.36,14.67,95.40,146.66,108.66,16.14,85.00,146.66,90.82,36.04,0.40,146.66
104.46,False,2025-01-13 02:00:00,2,0,13,1,2025,0,0,0.50,0.87,0.00,1.00,0.00,1.00,105.07,112.39,90.00,97.57,107.31,4.41,104.46,112.39,112.87,7.31,104.46,123.67,118.11,13.63,101.24,146.66,109.26,15.68,85.00,146.66,91.41,35.43,0.40,146.66
100.37,False,2025-01-13 03:00:00,3,0,13,1,2025,0,0,0.71,0.71,0.00,1.00,0.00,1.00,104.46,105.07,85.91,90.00,103.30,2.56,100.37,105.07,108.99,6.58,100.37,116.73,118.04,13.73,100.37,146.66,109.86,15.01,85.00,146.66,91.98,34.78,0.40,146.66
100.00,False,2025-01-13 04:00:00,4,0,13,1,2025,0,0,0.87,0.50,0.00,1.00,0.00,1.00,100.37,104.46,85.00,85.91,101.61,2.48,100.00,104.46,106.20,6.18,100.00,114.90,117.24,14.52,100.00,146.66,110.49,14.22,85.70,146.66,92.56,34.10,0.40,146.66
109.13,False,2025-01-13 05:00:00,5,0,13,1,2025,0,0,0.97,0.26,0.00,1.00,0.00,1.00,100.00,100.37,85.70,85.00,103.17,5.17,100.00,109.13,105.24,4.86,100.00,112.39,116.29,14.66,100.00,146.66,111.47,13.21,90.13,146.66,93.18,33.45,0.40,146.66
127.14,False,2025-01-13 06:00:00,6,0,13,1,2025,0,0,1.00,0.00,0.00,1.00,0.00,1.00,109.13,100.00,90.13,85.70,112.09,13.81,100.00,127.14,107.70,10.10,100.00,127.14,114.66,11.78,100.00,138.07,113.01,12.77,95.40,146.66,93.86,32.94,0.40,146.66
150.16,False,2025-01-13 07:00:00,7,0,13,1,2025,0,0,0.97,-0.26,0.00,1.00,0.00,1.00,127.14,109.13,101.75,90.13,128.81,20.57,109.13,150.16,115.21,19.84,100.00,150.16,115.67,14.23,100.00,150.16,115.02,14.60,95.40,150.16,94.54,32.93,0.40,150.16
186.00,False,2025-01-13 08:00:00,8,0,13,1,2025,0,0,0.87,-0.50,0.00,1.00,0.00,1.00,150.16,127.14,114.97,101.75,154.43,29.66,127.14,186.00,128.80,33.93,100.00,186.00,120.83,24.83,100.00,186.00,117.98,20.57,95.40,186.00,95.30,33.55,0.40,186.00
146.50,False,2025-01-13 09:00:00,9,0,13,1,2025,0,0,0.71,-0.71,0.00,1.00,0.00,1.00,186.00,150.16,120.07,114.97,160.89,21.83,146.50,186.00,136.49,31.32,100.00,186.00,122.74,25.92,100.00,186.00,119.08,21.38,95.40,186.00,95.87,33.61,0.40,186.00
128.38,False,2025-01-13 10:00:00,10,0,13,1,2025,0,0,0.50,-0.87,0.00,1.00,0.00,1.00,146.50,186.00,117.77,120.07,153.63,29.46,128.38,186.00,141.22,26.48,109.13,186.00,123.71,25.89,100.00,186.00,119.53,21.46,95.40,186.00,96.39,33.43,0.40,186.00
116.13,False,2025-01-13 11:00:00,11,0,13,1,2025,0,0,0.26,-0.97,0.00,1.00,0.00,1.00,128.38,146.50,105.61,117.77,130.34,15.28,116.13,146.50,142.39,24.89,116.13,186.00,123.81,25.86,100.00,186.00,119.97,21.27,95.40,186.00,96.88,33.09,0.40,186.00
105.69,False,2025-01-13 12:00:00,12,0,13,1,2025,0,0,0.00,-1.00,0.00,1.00,0.00,1.00,116.13,128.38,102.99,105.61,116.73,11.36,105.69,128.38,138.81,28.76,105.69,186.00,123.25,26.20,100.00,186.00,120.08,21.18,95.40,186.00,97.33,32.71,0.40,186.00
100.81,False,2025-01-13 13:00:00,13,0,13,1,2025,0,0,-0.26,-0.97,0.00,1.00,0.00,1.00,105.69,116.13,99.61,102.99,107.54,7.83,100.81,116.13,130.59,31.76,100.81,186.00,122.90,26.49,100.00,186.00,120.13,21.13,95.40,186.00,97.76,32.27,0.40,186.00
104.91,False,2025-01-13 14:00:00,14,0,13,1,2025,0,0,-0.50,-0.87,0.00,1.00,0.00,1.00,100.81,105.69,95.40,99.61,103.80,2.62,100.81,105.69,117.07,17.53,100.81,146.50,122.93,26.47,100.00,186.00,120.52,20.74,100.00,186.00,98.22,31.80,0.40,186.00
112.59,False,2025-01-13 15:00:00,15,0,13,1,2025,0,0,-0.71,-0.71,0.00,1.00,0.00,1.00,104.91,100.81,101.24,95.40,106.10,5.98,100.81,112.59,111.42,9.99,100.81,128.38,123.95,25.74,100.00,186.00,121.00,20.40,100.00,186.00,98.73,31.33,0.40,186.00
126.64,False,2025-01-13 16:00:00,16,0,13,1,2025,0,0,-0.87,-0.50,0.00,1.00,0.00,1.00,112.59,104.91,109.56,101.24,114.71,11.02,104.91,126.64,111.13,9.41,100.81,126.64,126.17,24.61,100.81,186.00,121.71,20.28,100.00,186.00,99.26,31.05,0.40,186.00
148.70,False,2025-01-13 17:00:00,17,0,13,1,2025,0,0,-0.97,-0.26,0.00,1.00,0.00,1.00,126.64,112.59,120.61,109.56,129.31,18.20,112.59,148.70,116.56,18.18,100.81,148.70,129.47,24.77,100.81,186.00,122.88,21.02,100.00,186.00,99.74,31.18,0.40,186.00
157.07,False,2025-01-13 18:00:00,18,0,13,1,2025,0,0,-1.00,-0.00,0.00,1.00,0.00,1.00,148.70,126.64,146.66,120.61,144.14,15.72,126.64,157.07,125.12,23.39,100.81,157.07,131.97,25.99,100.81,186.00,123.31,21.63,100.00,186.00,100.15,31.48,0.40,186.00
158.39,False,2025-01-13 19:00:00,19,0,13,1,2025,0,0,-0.97,0.26,0.00,1.00,0.00,1.00,157.07,148.70,138.07,146.66,154.72,5.26,148.70,158.39,134.72,23.23,104.91,158.39,132.65,26.62,100.81,186.00,124.16,22.60,100.00,186.00,100.62,31.76,0.40,186.00
141.32,False,2025-01-13 20:00:00,20,0,13,1,2025,0,0,-0.87,0.50,0.00,1.00,0.00,1.00,158.39,157.07,124.00,138.07,152.26,9.50,141.32,158.39,140.78,18.07,112.59,158.39,128.93,21.01,100.81,158.39,124.88,22.87,100.00,186.00,101.06,31.81,0.40,186.00
122.59,False,2025-01-13 21:00:00,21,0,13,1,2025,0,0,-0.71,0.71,0.00,1.00,0.00,1.00,141.32,158.39,123.67,124.00,140.77,17.91,122.59,158.39,142.45,15.18,122.59,158.39,126.93,20.32,100.81,158.39,124.84,22.88,100.00,186.00,101.50,31.59,0.40,186.00
121.41,False,2025-01-13 22:00:00,22,0,13,1,2025,0,0,-0.50,0.87,0.00,1.00,0.00,1.00,122.59,141.32,116.73,123.67,128.44,11.17,121.41,141.32,141.58,16.38,121.41,158.39,126.35,20.37,100.81,158.39,125.03,22.83,100.00,186.00,101.94,31.35,0.40,186.00
120.10,False,2025-01-13 23:00:00,23,0,13,1,2025,0,0,-0.26,0.97,0.00,1.00,0.00,1.00,121.41,122.59,114.90,116.73,121.37,1.25,120.10,122.59,136.81,17.97,120.10,158.39,126.68,20.22,100.81,158.39,125.25,22.75,100.00,186.00,102.48,30.86,0.40,186.00
122.19,False,2025-01-14 00:00:00,0,1,14,1,2025,0,0,0.00,1.00,0.78,0.62,0.00,1.00,120.10,121.41,112.39,114.90,121.23,1.06,120.10,122.19,131.00,15.59,120.10,158.39,128.06,19.20,100.81,158.39,125.66,22.60,100.00,186.00,103.08,30.24,0.40,186.00
117.67,False,2025-01-14 01:00:00,1,1,14,1,2025,0,0,0.26,0.97,0.78,0.62,0.00,1.00,122.19,120.10,105.07,112.39,119.99,2.26,117.67,122.19,124.21,8.57,117.67,141.32,129.46,17.57,104.91,158.39,126.18,22.24,100.00,186.00,103.75,29.32,0.40,186.00
114.53,False,2025-01-14 02:00:00,2,1,14,1,2025,0,0,0.50,0.87,0.78,0.62,0.00,1.00,117.67,122.19,104.46,105.07,118.13,3.85,114.53,122.19,119.75,3.11,114.53,122.59,130.27,16.54,112.59,158.39,126.60,21.91,100.00,186.00,104.35,28.47,0.40,186.00
112.20,False,2025-01-14 03:00:00,3,1,14,1,2025,0,0,0.71,0.71,0.78,0.62,0.00,1.00,114.53,117.67,100.37,104.46,114.80,2.74,112.20,117.67,118.02,3.98,112.20,122.19,130.23,16.58,112.20,158.39,127.09,21.42,100.00,186.00,104.99,27.42,0.40,186.00
112.20,False,2025-01-14 04:00:00,4,1,14,1,2025,0,0,0.87,0.50,0.78,0.62,0.00,1.00,112.20,114.53,100.00,100.37,112.98,1.35,112.20,114.53,116.48,4.18,112.20,122.19,129.03,17.37,112.20,158.39,127.60,20.88,100.81,186.00,105.65,26.20,12.49,186.00
114.34,False,2025-01-14 05:00:00,5,1,14,1,2025,0,0,0.97,0.26,0.78,0.62,0.00,1.00,112.20,112.20,109.13,100.00,112.91,1.24,112.20,114.34,115.52,3.83,112.20,122.19,126.17,16.65,112.20,158.39,127.82,20.71,100.81,186.00,106.26,25.19,13.01,186.00
138.52,False,2025-01-14 06:00:00,6,1,14,1,2025,0,0,1.00,0.00,0.78,0.62,0.00,1.00,114.34,112.20,127.14,109.13,121.69,14.62,112.20,138.52,118.24,10.13,112.20,138.52,124.62,14.20,112.20,158.39,128.29,20.82,100.81,186.00,106.73,25.05,13.01,186.00
161.02,False,2025-01-14 07:00:00,7,1,14,1,2025,0,0,0.97,-0.26,0.78,0.62,0.00,1.00,138.52,114.34,150.16,127.14,137.96,23.35,114.34,161.02,125.47,20.15,112.20,161.02,124.84,14.78,112.20,161.02,128.75,21.43,100.81,186.00,107.10,25.39,13.01,186.00
