id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
S;SUL;2024-01-02 08:00:00;13088.874
SE;SUDESTE;2024-01-02 08:00:00;40481.77799999
N;NORTE;2024-01-02 09:00:00;6900.833
NE;NORDESTE;2024-01-02 09:00:00;12221.62799999
S;SUL;2024-01-02 09:00:00;13730.248
SE;SUDESTE;2024-01-02 09:00:00;42180.563
N;NORTE;2024-01-02 10:00:00;7112.387
NE;NORDESTE;2024-01-02 10:00:00;12458.78999999
S;SUL;2024-01-02 10:00:00;14291.657
SE;SUDESTE;2024-01-02 10:00:00;43159.884
N;NORTE;2024-01-02 11:00:00;7150.017
NE;NORDESTE;2024-01-02 11:00:00;12658.57
S;SUL;2024-01-02 11:00:00;14802.836
SE;SUDESTE;2024-01-02 11:00:00;43290.282
N;NORTE;2024-01-02 12:00:00;7023.491
NE;NORDESTE;2024-01-02 12:00:00;12306.926
S;SUL;2024-01-02 12:00:00;14152.169
SE;SUDESTE;2024-01-02 12:00:00;43391.21699999
N;NORTE;2024-01-02 13:00:00;7068.1
NE;NORDESTE;2024-01-02 13:00:00;12579.884
S;SUL;2024-01-02 13:00:00;14290.323
SE;SUDESTE;2024-01-02 13:00:00;44597.03499999
N;NORTE;2024-01-02 14:00:00;7329.884
NE;NORDESTE;2024-01-02 14:00:00;12943.783
S;SUL;2024-01-02 14:00:00;14643.884
SE;SUDESTE;2024-01-02 14:00:00;45414.68599999
N;NORTE;2024-01-02 15:00:00;7419.56299999
NE;NORDESTE;2024-01-02 15:00:00;13050.722
S;SUL;2024-01-02 15:00:00;14573.513
SE;SUDESTE;2024-01-02 15:00:00;45769.111
N;NORTE;2024-01-02 16:00:00;7341.878
NE;NORDESTE;2024-01-02 16:00:00;13148.086
S;SUL;2024-01-02 16:00:00;14390.453
SE;SUDESTE;2024-01-02 16:00:00;46161.294
N;NORTE;2024-01-02 17:00:00;7083.872
NE;NORDESTE;2024-01-02 17:00:00;12964.268
S;SUL;2024-01-02 17:00:00;13948.875
SE;SUDESTE;2024-01-02 17:00:00;44797.87699999
N;NORTE;2024-01-02 18:00:00;6928.62599999
NE;NORDESTE;2024-01-02 18:00:00;13429.424
S;SUL;2024-01-02 18:00:00;13349.94299999
SE;SUDESTE;2024-01-02 18:00:00;44779.46799999
N;NORTE;2024-01-02 19:00:00;7153.303
NE;NORDESTE;2024-01-02 19:00:00;13703.569
S;SUL;2024-01-02 19:00:00;13985.852
SE;SUDESTE;2024-01-02 19:00:00;47227.416
N;NORTE;2024-01-02 20:00:00;7335.048
NE;NORDESTE;2024-01-02 20:00:00;13758.99399999
S;SUL;2024-01-02 20:00:00;14425.619
SE;SUDESTE;2024-01-02 20:00:00;47545.069
N;NORTE;2024-01-02 21:00:00;7481.42
NE;NORDESTE;2024-01-02 21:00:00;14125.167
S;SUL;2024-01-02 21:00:00;14182.33499999
SE;SUDESTE;2024-01-02 21:00:00;46882.971
N;NORTE;2024-01-02 22:00:00;7599.211
NE;NORDESTE;2024-01-02 22:00:00;14155.648
S;SUL;2024-01-02 22:00:00;13641.975
SE;SUDESTE;2024-01-02 22:00:00;45273.039
N;NORTE;2024-01-02 23:00:00;7599.632
NE;NORDESTE;2024-01-02 23:00:00;13886.86699999
S;SUL;2024-01-02 23:00:00;12805.332
SE;SUDESTE;2024-01-02 23:00:00;42998.02099999
N;NORTE;2024-01-03 00:00:00;7506.32
NE;NORDESTE;2024-01-03 00:00:00;13486.13499999
S;SUL;2024-01-03 00:00:00;11972.838
SE;SUDESTE;2024-01-03 00:00:00;40826.32299999
N;NORTE;2024-01-03 01:00:00;7363.495
NE;NORDESTE;2024-01-03 01:00:00;13114.779
S;SUL;2024-01-03 01:00:00;11374.687
SE;SUDESTE;2024-01-03 01:00:00;38995.24199999
N;NORTE;2024-01-03 02:00:00;7228.025
NE;NORDESTE;2024-01-03 02:00:00;12793.693
S;SUL;2024-01-03 02:00:00;10902.48699999
SE;SUDESTE;2024-01-03 02:00:00;37802.43499999
N;NORTE;2024-01-03 03:00:00;7117.869
NE;NORDESTE;2024-01-03 03:00:00;12503.819
S;SUL;2024-01-03 03:00:00;10664.669
SE;SUDESTE;2024-01-03 03:00:00;37074.87599999
N;NORTE;2024-01-03 04:00:00;7011.768
NE;NORDESTE;2024-01-03 04:00:00;12297.98699999
S;SUL;2024-01-03 04:00:00;10602.24799999
SE;SUDESTE;2024-01-03 04:00:00;37010.00199999
N;NORTE;2024-01-03 05:00:00;6903.348
NE;NORDESTE;2024-01-03 05:00:00;11749.539
S;SUL;2024-01-03 05:00:00;10786.028
SE;SUDESTE;2024-01-03 05:00:00;37180.29299999
N;NORTE;2024-01-03 06:00:00;6600.204
NE;NORDESTE;2024-01-03 06:00:00;11578.738
S;SUL;2024-01-03 06:00:00;11443.08
SE;SUDESTE;2024-01-03 06:00:00;38480.83299999
N;NORTE;2024-01-03 07:00:00;6550.581
NE;NORDESTE;2024-01-03 07:00:00;12125.518
S;SUL;2024-01-03 07:00:00;12675.321
SE;SUDESTE;2024-01-03 07:00:00;41491.16099999
N;NORTE;2024-01-03 08:00:00;6771.901
NE;NORDESTE;2024-01-03 08:00:00;12880.67899999
S;SUL;2024-01-03 08:00:00;13487.695
SE;SUDESTE;2024-01-03 08:00:00;44238.236
N;NORTE;2024-01-03 09:00:00;6862.239
NE;NORDESTE;2024-01-03 09:00:00;13140.42099999
S;SUL;2024-01-03 09:00:00;13815.82299999
SE;SUDESTE;2024-01-03 09:00:00;46048.12299999
N;NORTE;2024-01-03 10:00:00;6967.479
NE;NORDESTE;2024-01-03 10:00:00;13115.177
S;SUL;2024-01-03 10:00:00;14310.923
SE;SUDESTE;2024-01-03 10:00:00;47199.828
N;NORTE;2024-01-03 11:00:00;6867.09599999
NE;NORDESTE;2024-01-03 11:00:00;13050.71899999
S;SUL;2024-01-03 11:00:00;14616.80899999
SE;SUDESTE;2024-01-03 11:00:00;47019.185
N;NORTE;2024-01-03 12:00:00;6858.758
NE;NORDESTE;2024-01-03 12:00:00;12762.367
S;SUL;2024-01-03 12:00:00;14282.396
SE;SUDESTE;2024-01-03 12:00:00;46617.026
N;NORTE;2024-01-03 13:00:00;7093.95099999
NE;NORDESTE;2024-01-03 13:00:00;13065.25899999
S;SUL;2024-01-03 13:00:00;14580.608
SE;SUDESTE;2024-01-03 13:00:00;47832.112
N;NORTE;2024-01-03 14:00:00;7472.906
NE;NORDESTE;2024-01-03 14:00:00;13504.733
S;SUL;2024-01-03 14:00:00;14979.294
SE;SUDESTE;2024-01-03 14:00:00;48707.284
N;NORTE;2024-01-03 15:00:00;7540.831
NE;NORDESTE;2024-01-03 15:00:00;13509.016
S;SUL;2024-01-03 15:00:00;15085.18
SE;SUDESTE;2024-01-03 15:00:00;49418.734
N;NORTE;2024-01-03 16:00:00;7438.81
NE;NORDESTE;2024-01-03 16:00:00;13498.282
S;SUL;2024-01-03 16:00:00;15102.123
SE;SUDESTE;2024-01-03 16:00:00;48909.73999999
N;NORTE;2024-01-03 17:00:00;7205.97
NE;NORDESTE;2024-01-03 17:00:00;12966.282
S;SUL;2024-01-03 17:00:00;14777.598
SE;SUDESTE;2024-01-03 17:00:00;46768.239
N;NORTE;2024-01-03 18:00:00;7033.25
NE;NORDESTE;2024-01-03 18:00:00;13658.89399999
S;SUL;2024-01-03 18:00:00;14094.36599999
SE;SUDESTE;2024-01-03 18:00:00;46403.53799999
N;NORTE;2024-01-03 19:00:00;7273.896
NE;NORDESTE;2024-01-03 19:00:00;13881.67
S;SUL;2024-01-03 19:00:00;14746.53799999
SE;SUDESTE;2024-01-03 19:00:00;48299.91199999
N;NORTE;2024-01-03 20:00:00;7322.183
NE;NORDESTE;2024-01-03 20:00:00;13921.07299999
S;SUL;2024-01-03 20:00:00;15238.91399999
SE;SUDESTE;2024-01-03 20:00:00;48410.54199999
N;NORTE;2024-01-03 21:00:00;7474.87099999
NE;NORDESTE;2024-01-03 21:00:00;14363.20999999
S;SUL;2024-01-03 21:00:00;15008.22799999
SE;SUDESTE;2024-01-03 21:00:00;47417.721
N;NORTE;2024-01-03 22:00:00;7666.42399999
NE;NORDESTE;2024-01-03 22:00:00;14423.656
S;SUL;2024-01-03 22:00:00;14545.85399999
SE;SUDESTE;2024-01-03 22:00:00;45638.799
N;NORTE;2024-01-03 23:00:00;7727.291
NE;NORDESTE;2024-01-03 23:00:00;14159.317
S;SUL;2024-01-03 23:00:00;13561.5
SE;SUDESTE;2024-01-03 23:00:00;43478.90799999
N;NORTE;2024-01-04 00:00:00;7668.938
NE;NORDESTE;2024-01-04 00:00:00;13718.729
S;SUL;2024-01-04 00:00:00;12604.474
SE;SUDESTE;2024-01-04 00:00:00;41175.48099999
N;NORTE;2024-01-04 01:00:00;7386.2
NE;NORDESTE;2024-01-04 01:00:00;13407.868
S;SUL;2024-01-04 01:00:00;11897.46
SE;SUDESTE;2024-01-04 01:00:00;39339.211
N;NORTE;2024-01-04 02:00:00;7208.01
NE;NORDESTE;2024-01-04 02:00:00;13098.946
S;SUL;2024-01-04 02:00:00;11429.21799999
SE;SUDESTE;2024-01-04 02:00:00;37975.046
N;NORTE;2024-01-04 03:00:00;7173.884
NE;NORDESTE;2024-01-04 03:00:00;12879.495
S;SUL;2024-01-04 03:00:00;11198.00099999
SE;SUDESTE;2024-01-04 03:00:00;37372.42
N;NORTE;2024-01-04 04:00:00;7059.23
NE;NORDESTE;2024-01-04 04:00:00;12687.44999999
S;SUL;2024-01-04 04:00:00;11133.749
SE;SUDESTE;2024-01-04 04:00:00;37361.428
N;NORTE;2024-01-04 05:00:00;6972.302
NE;NORDESTE;2024-01-04 05:00:00;12073.875
S;SUL;2024-01-04 05:00:00;11267.357
SE;SUDESTE;2024-01-04 05:00:00;37597.30399999
N;NORTE;2024-01-04 06:00:00;6680.078
NE;NORDESTE;2024-01-04 06:00:00;11878.032
S;SUL;2024-01-04 06:00:00;11964.11299999
SE;SUDESTE;2024-01-04 06:00:00;38547.898
N;NORTE;2024-01-04 07:00:00;6611.659
NE;NORDESTE;2024-01-04 07:00:00;12445.97499999
S;SUL;2024-01-04 07:00:00;13233.868
SE;SUDESTE;2024-01-04 07:00:00;41080.50799999
N;NORTE;2024-01-04 08:00:00;6834.73299999
NE;NORDESTE;2024-01-04 08:00:00;13212.4
S;SUL;2024-01-04 08:00:00;14109.031
SE;SUDESTE;2024-01-04 08:00:00;43130.12999999
N;NORTE;2024-01-04 09:00:00;7028.919
NE;NORDESTE;2024-01-04 09:00:00;13271.90199999
S;SUL;2024-01-04 09:00:00;14284.266
SE;SUDESTE;2024-01-04 09:00:00;44257.21599999
N;NORTE;2024-01-04 10:00:00;7108.285
NE;NORDESTE;2024-01-04 10:00:00;13648.981
S;SUL;2024-01-04 10:00:00;14541.874
SE;SUDESTE;2024-01-04 10:00:00;45053.52499999
N;NORTE;2024-01-04 11:00:00;7177.206
NE;NORDESTE;2024-01-04 11:00:00;13618.91799999
S;SUL;2024-01-04 11:00:00;15057.29799999
SE;SUDESTE;2024-01-04 11:00:00;45376.662
N;NORTE;2024-01-04 12:00:00;7093.077
NE;NORDESTE;2024-01-04 12:00:00;13316.16099999
S;SUL;2024-01-04 12:00:00;14850.08499999
SE;SUDESTE;2024-01-04 12:00:00;45446.827
N;NORTE;2024-01-04 13:00:00;7303.417
NE;NORDESTE;2024-01-04 13:00:00;13510.528
S;SUL;2024-01-04 13:00:00;15562.72699999
SE;SUDESTE;2024-01-04 13:00:00;46270.57099999
N;NORTE;2024-01-04 14:00:00;7618.47599999
NE;NORDESTE;2024-01-04 14:00:00;13836.141
S;SUL;2024-01-04 14:00:00;15729.38499999
SE;SUDESTE;2024-01-04 14:00:00;47285.48299999
N;NORTE;2024-01-04 15:00:00;7666.04499999
NE;NORDESTE;2024-01-04 15:00:00;13731.80899999
S;SUL;2024-01-04 15:00:00;15492.133
SE;SUDESTE;2024-01-04 15:00:00;47434.195
N;NORTE;2024-01-04 16:00:00;7512.844
NE;NORDESTE;2024-01-04 16:00:00;13763.613
S;SUL;2024-01-04 16:00:00;15477.992
SE;SUDESTE;2024-01-04 16:00:00;47231.08199999
N;NORTE;2024-01-04 17:00:00;7222.465
NE;NORDESTE;2024-01-04 17:00:00;13295.92399999
S;SUL;2024-01-04 17:00:00;15036.851
SE;SUDESTE;2024-01-04 17:00:00;45743.597
N;NORTE;2024-01-04 18:00:00;7132.783
NE;NORDESTE;2024-01-04 18:00:00;13905.44899999
S;SUL;2024-01-04 18:00:00;14409.18199999
SE;SUDESTE;2024-01-04 18:00:00;45662.263
N;NORTE;2024-01-04 19:00:00;7364.8
NE;NORDESTE;2024-01-04 19:00:00;14103.785
S;SUL;2024-01-04 19:00:00;15014.81099999
SE;SUDESTE;2024-01-04 19:00:00;48031.627
N;NORTE;2024-01-04 20:00:00;7520.842
NE;NORDESTE;2024-01-04 20:00:00;14072.94099999
S;SUL;2024-01-04 20:00:00;15508.807
SE;SUDESTE;2024-01-04 20:00:00;48132.09
N;NORTE;2024-01-04 21:00:00;7680.35799999
NE;NORDESTE;2024-01-04 21:00:00;14470.999
S;SUL;2024-01-04 21:00:00;15295.889
SE;SUDESTE;2024-01-04 21:00:00;47331.911
N;NORTE;2024-01-04 22:00:00;7845.44999999
NE;NORDESTE;2024-01-04 22:00:00;14511.801
S;SUL;2024-01-04 22:00:00;14745.822
SE;SUDESTE;2024-01-04 22:00:00;45584.441
N;NORTE;2024-01-04 23:00:00;7881.95099999
NE;NORDESTE;2024-01-04 23:00:00;14291.687
S;SUL;2024-01-04 23:00:00;13855.157
SE;SUDESTE;2024-01-04 23:00:00;43293.86099999
N;NORTE;2024-01-05 00:00:00;7802.822
NE;NORDESTE;2024-01-05 00:00:00;13744.618
S;SUL;2024-01-05 00:00:00;12649.9
SE;SUDESTE;2024-01-05 00:00:00;40713.16999999
N;NORTE;2024-01-05 01:00:00;7650.421
NE;NORDESTE;2024-01-05 01:00:00;13455.50099999
S;SUL;2024-01-05 01:00:00;11997.29899999
SE;SUDESTE;2024-01-05 01:00:00;38819.332
N;NORTE;2024-01-05 02:00:00;7475.17
NE;NORDESTE;2024-01-05 02:00:00;13132.98899999
S;SUL;2024-01-05 02:00:00;11495.854
SE;SUDESTE;2024-01-05 02:00:00;37629.43699999
N;NORTE;2024-01-05 03:00:00;7314.965
NE;NORDESTE;2024-01-05 03:00:00;12854.42299999
S;SUL;2024-01-05 03:00:00;11161.35099999
SE;SUDESTE;2024-01-05 03:00:00;36897.78499999
N;NORTE;2024-01-05 04:00:00;7205.028
NE;NORDESTE;2024-01-05 04:00:00;12716.62899999
S;SUL;2024-01-05 04:00:00;11067.62399999
SE;SUDESTE;2024-01-05 04:00:00;36782.691
N;NORTE;2024-01-05 05:00:00;7078.23399999
NE;NORDESTE;2024-01-05 05:00:00;12122.807
S;SUL;2024-01-05 05:00:00;11176.59399999
SE;SUDESTE;2024-01-05 05:00:00;36974.231
N;NORTE;2024-01-05 06:00:00;6707.305
NE;NORDESTE;2024-01-05 06:00:00;11870.86099999
S;SUL;2024-01-05 06:00:00;11775.522
SE;SUDESTE;2024-01-05 06:00:00;38075.65199999
N;NORTE;2024-01-05 07:00:00;6767.974
NE;NORDESTE;2024-01-05 07:00:00;12509.089
S;SUL;2024-01-05 07:00:00;13035.721
SE;SUDESTE;2024-01-05 07:00:00;40766.67199999
N;NORTE;2024-01-05 08:00:00;7064.806
NE;NORDESTE;2024-01-05 08:00:00;13374.346
S;SUL;2024-01-05 08:00:00;13930.17799999
SE;SUDESTE;2024-01-05 08:00:00;43024.06899999
N;NORTE;2024-01-05 09:00:00;7239.98599999
NE;NORDESTE;2024-01-05 09:00:00;13761.56499999
S;SUL;2024-01-05 09:00:00;14266.578
SE;SUDESTE;2024-01-05 09:00:00;44551.75199999
N;NORTE;2024-01-05 10:00:00;7339.559
NE;NORDESTE;2024-01-05 10:00:00;14036.02099999
S;SUL;2024-01-05 10:00:00;14553.637
SE;SUDESTE;2024-01-05 10:00:00;45914.033
N;NORTE;2024-01-05 11:00:00;7237.845
NE;NORDESTE;2024-01-05 11:00:00;14009.886
S;SUL;2024-01-05 11:00:00;14825.64299999
SE;SUDESTE;2024-01-05 11:00:00;46554.625
N;NORTE;2024-01-05 12:00:00;7206.568
NE;NORDESTE;2024-01-05 12:00:00;13662.79499999
S;SUL;2024-01-05 12:00:00;14864.23499999
SE;SUDESTE;2024-01-05 12:00:00;46482.601
N;NORTE;2024-01-05 13:00:00;7392.318
NE;NORDESTE;2024-01-05 13:00:00;13897.27299999
S;SUL;2024-01-05 13:00:00;15598.63799999
SE;SUDESTE;2024-01-05 13:00:00;47649.513
N;NORTE;2024-01-05 14:00:00;7517.259
NE;NORDESTE;2024-01-05 14:00:00;14056.545
S;SUL;2024-01-05 14:00:00;15893.309
SE;SUDESTE;2024-01-05 14:00:00;48150.727
N;NORTE;2024-01-05 15:00:00;7427.027
NE;NORDESTE;2024-01-05 15:00:00;14006.98899999
S;SUL;2024-01-05 15:00:00;15617.83899999
SE;SUDESTE;2024-01-05 15:00:00;48006.11399999
N;NORTE;2024-01-05 16:00:00;7324.353
NE;NORDESTE;2024-01-05 16:00:00;13720.816
S;SUL;2024-01-05 16:00:00;15283.61399999
SE;SUDESTE;2024-01-05 16:00:00;47324.582
N;NORTE;2024-01-05 17:00:00;7146.62899999
NE;NORDESTE;2024-01-05 17:00:00;13178.995
S;SUL;2024-01-05 17:00:00;14852.88199999
SE;SUDESTE;2024-01-05 17:00:00;45822.68899999
N;NORTE;2024-01-05 18:00:00;7009.00199999
NE;NORDESTE;2024-01-05 18:00:00;13945.67599999
S;SUL;2024-01-05 18:00:00;14169.062
SE;SUDESTE;2024-01-05 18:00:00;45620.577
N;NORTE;2024-01-05 19:00:00;7211.234
NE;NORDESTE;2024-01-05 19:00:00;14125.087
S;SUL;2024-01-05 19:00:00;14723.62
SE;SUDESTE;2024-01-05 19:00:00;48009.40399999
N;NORTE;2024-01-05 20:00:00;7368.828
NE;NORDESTE;2024-01-05 20:00:00;14057.649
S;SUL;2024-01-05 20:00:00;15219.737
SE;SUDESTE;2024-01-05 20:00:00;48057.69299999
N;NORTE;2024-01-05 21:00:00;7536.082
NE;NORDESTE;2024-01-05 21:00:00;14488.621
S;SUL;2024-01-05 21:00:00;15012.33599999
SE;SUDESTE;2024-01-05 21:00:00;47122.91299999
N;NORTE;2024-01-05 22:00:00;7648.44199999
NE;NORDESTE;2024-01-05 22:00:00;14506.776
S;SUL;2024-01-05 22:00:00;14544.596
SE;SUDESTE;2024-01-05 22:00:00;45549.119
N;NORTE;2024-01-05 23:00:00;7698.78
NE;NORDESTE;2024-01-05 23:00:00;14254.445
S;SUL;2024-01-05 23:00:00;13817.88399999
SE;SUDESTE;2024-01-05 23:00:00;43575.58099999
N;NORTE;2024-01-06 00:00:00;7612.979
NE;NORDESTE;2024-01-06 00:00:00;13882.667
S;SUL;2024-01-06 00:00:00;13012.883
SE;SUDESTE;2024-01-06 00:00:00;41634.941
N;NORTE;2024-01-06 01:00:00;7465.05199999
NE;NORDESTE;2024-01-06 01:00:00;13559.979
S;SUL;2024-01-06 01:00:00;12263.645
SE;SUDESTE;2024-01-06 01:00:00;40060.621
N;NORTE;2024-01-06 02:00:00;7409.55699999
NE;NORDESTE;2024-01-06 02:00:00;13236.704
S;SUL;2024-01-06 02:00:00;11652.749
SE;SUDESTE;2024-01-06 02:00:00;38715.68
N;NORTE;2024-01-06 03:00:00;7290.866
NE;NORDESTE;2024-01-06 03:00:00;13025.031
S;SUL;2024-01-06 03:00:00;11283.16
SE;SUDESTE;2024-01-06 03:00:00;37762.83
N;NORTE;2024-01-06 04:00:00;7157.278
NE;NORDESTE;2024-01-06 04:00:00;12906.839
S;SUL;2024-01-06 04:00:00;11174.98199999
SE;SUDESTE;2024-01-06 04:00:00;37321.45599999
N;NORTE;2024-01-06 05:00:00;7073.204
NE;NORDESTE;2024-01-06 05:00:00;12226.547
S;SUL;2024-01-06 05:00:00;10991.89699999
SE;SUDESTE;2024-01-06 05:00:00;36884.99199999
N;NORTE;2024-01-06 06:00:00;6632.06899999
NE;NORDESTE;2024-01-06 06:00:00;11740.863
S;SUL;2024-01-06 06:00:00;11298.083
SE;SUDESTE;2024-01-06 06:00:00;36971.453
N;NORTE;2024-01-06 07:00:00;6535.342
NE;NORDESTE;2024-01-06 07:00:00;11895.719
S;SUL;2024-01-06 07:00:00;11920.559
SE;SUDESTE;2024-01-06 07:00:00;37970.089
N;NORTE;2024-01-06 08:00:00;6666.556
NE;NORDESTE;2024-01-06 08:00:00;12296.37999999
S;SUL;2024-01-06 08:00:00;12290.301
SE;SUDESTE;2024-01-06 08:00:00;39414.314
